name,_id,host_name,location_cluster,location,lat,lon,type_house,sum,min_days,amt_reviews,last_dt,avg_reviews,total_host,target
Bed stuy duplex close to train,10838658,Karina,Brooklyn,Bedford-Stuyvesant,40.67644,-73.91078,Entire home/apt,110,2,7,2019-06-19,0.82,1,7
Cool town house,14140453,Mark,Brooklyn,Carroll Gardens,40.68254,-73.99207,Entire home/apt,450,4,11,2018-12-29,0.44,1,2
across from crotona Park pool down the block,195028276,Joan,Bronx,Claremont Village,40.83466,-73.90278,Private room,100,3,0,,,1,365
Modern clean Apt-close to LGA & Manhattan,172506421,Santosh,Queens,Jackson Heights,40.75363,-73.88151,Entire home/apt,93,2,70,2019-06-26,4.24,1,89
Sunny bedroom in Williamsburg,8740210,Angelica,Brooklyn,Williamsburg,40.71278,-73.94035,Private room,75,3,1,2015-11-13,0.02,1,0
Private Room 2 in East Village (Large Window),12302104,Anna,Manhattan,East Village,40.72208,-73.98109,Private room,73,1,116,2019-06-02,4.07,2,238
Harlem Monthly Rental True Two Bedroom 1 Bath,12145783,Enid,Manhattan,East Harlem,40.8006,-73.94115,Entire home/apt,99,30,3,2018-12-23,0.22,2,220
COLUMBIA PRESBYTERIAN MED CTR *ARIA* 1 Bedroom Apt,25237492,Juliana,Manhattan,Washington Heights,40.84216,-73.94101,Entire home/apt,95,30,7,2018-02-04,0.19,34,322
Sunny Bedroom in Brooklyn Loft,19735540,Hannah,Brooklyn,Bushwick,40.70754,-73.92138,Private room,55,2,0,,,1,0
BIG ROOM GREAT LOCATION,255618027,Cc,Brooklyn,Bushwick,40.70312,-73.92071,Private room,75,2,4,2019-06-29,2.35,1,76
"Private Bathroom, Room and Entrance on the UWS!",4936739,Bindia,Manhattan,Upper West Side,40.791,-73.9722,Private room,103,5,42,2019-07-01,1.49,1,221
Large Newly Renovated Guest Suite,124702572,Ted & Tony,Brooklyn,Bedford-Stuyvesant,40.6817,-73.92068,Entire home/apt,200,2,12,2019-06-14,0.46,1,9
Creative Vintage Loft in S. Williamsburg,806774,Ali & SweetPea,Brooklyn,Williamsburg,40.70667,-73.96524,Entire home/apt,85,2,86,2019-05-16,0.89,2,15
Private spacious studio,2687920,Ikk,Manhattan,Morningside Heights,40.80777,-73.96703,Entire home/apt,94,2,1,2018-10-27,0.12,1,3
Studio with a view,11966882,Svetlana,Manhattan,Kips Bay,40.73807,-73.98091,Entire home/apt,119,4,2,2018-09-30,0.15,1,0
Large Studio w/ NEW MATTRESS in UES,16114134,Jeff,Manhattan,Upper East Side,40.77737,-73.95032,Entire home/apt,175,3,6,2016-06-13,0.1,1,0
Luxurious Famous Hell’s Kitchen!,7985095,Douglas,Manhattan,Hell's Kitchen,40.7639,-73.99083,Entire home/apt,345,2,29,2019-07-07,3.4,3,100
"Striking 1,500sf Full-Floor 3BD Loft in Flatiron",259474660,Fabio & Angie,Manhattan,Gramercy,40.73745,-73.98168,Entire home/apt,399,5,6,2019-07-01,3.27,1,182
Sunny studio in Williamsburg,7285322,Allie,Brooklyn,Williamsburg,40.71607,-73.95352,Entire home/apt,150,3,9,2017-12-29,0.2,1,0
Cozy Bedroom on Upper west near Columbia U,233917490,Yoannie,Manhattan,Upper West Side,40.80221,-73.96677,Private room,40,1,0,,,1,1
High Ceilings steps to Barclay Cntr,1588656,Rebekah,Brooklyn,Park Slope,40.67697,-73.97406,Entire home/apt,165,1,108,2019-07-01,3.62,2,130
Entire 1bdrm cnr of Fort Greene- off Park,5378922,Eileen,Brooklyn,Fort Greene,40.68859,-73.9729,Entire home/apt,130,9,3,2018-09-25,0.04,1,329
Private BR & Bath near Central Park,41042927,Gabi,Manhattan,Upper West Side,40.77697,-73.97698,Private room,137,1,163,2019-06-28,3.55,1,32
ASTORIA APARTMENT AVAILABLE,4831239,Mariand,Queens,Astoria,40.76583,-73.92878,Entire home/apt,75,1,0,,,1,0
"Beautiful, Modern & Bright Apt in the East Village",13533446,Daniel,Manhattan,East Village,40.72634,-73.97625,Private room,139,2,31,2019-06-26,2.88,1,81
Spacious and stylish 2BR in NoMad - brand new,46389451,Martin,Manhattan,Chelsea,40.74546,-73.99099,Entire home/apt,299,3,0,,,3,140
"Bright, New & Quiet Bushwick Apt close subway L/J",539364,Vered,Brooklyn,Bushwick,40.68743,-73.91048,Entire home/apt,129,3,0,,,1,51
Williamsburg Dream loft,13314736,Justin,Brooklyn,Williamsburg,40.70942,-73.94693,Entire home/apt,100,20,7,2018-09-29,0.21,1,327
Farm house style home in Bay Ridge (C),31760835,Fon,Brooklyn,Bay Ridge,40.63409,-74.02887,Private room,65,1,8,2019-05-05,0.92,4,98
Entire Floor of Brooklyn Brownstone,6866353,Julie,Brooklyn,Bushwick,40.68585,-73.90686,Private room,75,2,12,2018-07-01,0.24,1,0
Brooklyn room in the perfect location.,7894144,Anthony,Brooklyn,Williamsburg,40.71486,-73.95705,Private room,75,2,8,2018-06-25,0.58,1,0
Cozy 1BR Apartment in Astoria,23185328,Deniz,Queens,Ditmars Steinway,40.77672,-73.90878,Entire home/apt,127,2,12,2016-11-23,0.25,2,0
Private room in artist's loft!,6032480,Anna,Brooklyn,Williamsburg,40.7095,-73.94945,Private room,55,2,86,2019-06-11,1.49,2,38
Williamsburg off Bedford/no extra $ for 2ppl!,1562642,Molly,Brooklyn,Williamsburg,40.7138,-73.96251,Private room,82,2,144,2019-04-02,3.37,1,0
"Wonderful & Cozy Rm in Uptown Apt, Next to 1 Train",161644370,Dee,Manhattan,Harlem,40.82245,-73.95404,Private room,42,14,2,2018-04-13,0.11,1,0
A Perfect Stay,32482524,Gomez,Brooklyn,Williamsburg,40.71494,-73.95472,Private room,115,3,40,2019-06-30,2.8,1,18
LARGE Prospect Lefferts Gardens Bedroom,228750026,,Brooklyn,Flatbush,40.65152,-73.95271,Private room,55,7,0,,,1,69
"A Nice 3 Bedroom Apt in Pelham Bay, Bronx, NY.",170857849,Ziaul,Bronx,Pelham Bay,40.84934,-73.83345,Entire home/apt,119,3,28,2019-06-12,1.68,1,351
Sunny East Village Apartment,2491622,Katherine,Manhattan,East Village,40.72745,-73.98979,Private room,200,1,0,,,1,0
Room in beautiful plant filled Greenpoint loft,1558222,Nikki,Brooklyn,Greenpoint,40.72809,-73.94365,Private room,65,3,2,2016-09-18,0.06,3,0
Big Sunny Room in Manhattan!!! (B6),5164854,Lilia,Manhattan,Harlem,40.81959,-73.9379,Private room,57,3,17,2019-01-02,0.38,8,341
big 1 bedroom apt very central,825022,Jaidev,Manhattan,Chelsea,40.75127,-73.99637,Entire home/apt,226,5,34,2019-07-01,0.39,1,302
Brand New!XL 1 BR!Prime Midtown~Elv bldg~BestValue,162280872,Izi,Manhattan,Hell's Kitchen,40.76099,-73.99554,Entire home/apt,160,30,0,,,13,310
Elegant Chelsea 2BR w/ Elevator,107434423,Blueground,Manhattan,Chelsea,40.74451,-73.99939,Entire home/apt,421,30,0,,,232,292
Cozy Bright Private Room - Prime Brooklyn,23208262,Vanessa,Brooklyn,Williamsburg,40.71424,-73.94283,Private room,42,20,0,,,1,0
"Charming 2BD Cozy & Quiet, 6 Train",17888644,Elizabeth,Manhattan,East Harlem,40.78987,-73.9482,Entire home/apt,200,2,39,2019-05-27,1.14,1,19
LES East Village Spacious Getaway,11758216,Ariana,Manhattan,East Village,40.72349,-73.98491,Entire home/apt,150,4,5,2019-07-02,0.27,1,8
HIP MODERN 2BR1b Williamsburg/Grnpt,49709755,Julianna,Brooklyn,Greenpoint,40.72304,-73.95239,Entire home/apt,135,1,0,,,1,0
wonderful presidential suite in midtown manhattan,119328219,Eric,Manhattan,Midtown,40.75439,-73.97339,Entire home/apt,175,30,6,2019-05-02,0.91,1,22
Private bedroom in Manhattan NYC,73864266,Roxane,Manhattan,Inwood,40.85981,-73.92835,Private room,40,3,78,2019-06-26,2.87,1,260
Prime East Village 1 bedroom,5392354,Aviad,Manhattan,East Village,40.73087,-73.98713,Entire home/apt,180,2,2,2014-09-29,0.03,1,0
Private room in a beautiful apartment,61649734,Giulliana,Brooklyn,Bushwick,40.69019,-73.91384,Private room,51,1,194,2019-06-27,7.66,2,7
Upper East Renovated 1 Bedroom,18289867,Dan,Manhattan,East Harlem,40.79032,-73.94523,Private room,55,1,3,2014-08-27,0.05,1,0
A GEM IN THE CITY,2926593,Valerie,Queens,Ridgewood,40.70001,-73.90698,Entire home/apt,75,2,17,2017-01-01,0.2,1,0
Super cozy private 1 bedroom garden apartment,835110,Charlotte,Brooklyn,Bedford-Stuyvesant,40.68984,-73.92703,Entire home/apt,115,1,131,2019-06-23,2.92,1,241
Spacious Bushwick Home w/ Zen Garden & Yoga Loft,5273020,Stéphen,Brooklyn,Bushwick,40.69388,-73.92564,Private room,100,3,1,2019-06-30,1.0,1,40
"One Bedroom Apt, Hell's Kitchen",52454608,David,Manhattan,Hell's Kitchen,40.7631,-73.98753,Entire home/apt,100,1,0,,,1,0
Spacious apartment in Harlem,15433113,Christine,Manhattan,Harlem,40.80541,-73.95198,Entire home/apt,95,2,5,2016-02-21,0.11,1,0
"Cozy brand new 3 bedrooms apartment, HugeSpace ##3",273354185,Lee & Luffy,Bronx,Castle Hill,40.81733,-73.84807,Entire home/apt,128,2,0,,,7,167
Astoria Two Bed and Kitchen Minutes from subway,131392140,Vik,Queens,Ditmars Steinway,40.77458,-73.92195,Entire home/apt,165,3,61,2019-06-08,2.46,5,62
City Views Close to SI Ferry,80470317,Sergey,Staten Island,Clifton,40.62356,-74.07571,Entire home/apt,120,1,82,2019-06-30,2.26,1,310
Brooklyn’s lovely Luxurious Suite sleeps 5,107294313,Sam,Brooklyn,Bay Ridge,40.63835,-74.02614,Entire home/apt,139,2,93,2019-06-30,3.02,1,217
Bright Private Apartment w/ Manhattan Views,4218058,Jessica,Brooklyn,Fort Greene,40.68526,-73.97154,Entire home/apt,500,7,11,2018-07-31,0.2,2,173
Studio apartment near Columbus Circle/Central Park,4264890,Amedeo,Manhattan,Midtown,40.76461,-73.98263,Entire home/apt,145,3,66,2019-06-10,2.61,1,9
"Nice renovated apt, prime location!",352168,Silvia,Manhattan,Upper West Side,40.78,-73.98249,Entire home/apt,150,30,48,2019-06-11,0.55,1,35
Williamsburg Duplex,23266322,Jamil,Brooklyn,Williamsburg,40.71494,-73.94652,Entire home/apt,200,90,4,2018-10-07,0.4,1,364
Midtown Studio with view of Empire State Building,25275947,Daniel,Manhattan,Murray Hill,40.74703,-73.97484,Entire home/apt,239,5,0,,,1,0
Location Top Manhattan,3250450,Petya,Manhattan,Upper West Side,40.78628,-73.97264,Private room,100,30,12,2017-05-23,0.24,18,364
Artistic Loft w Fireplace & Manhattan Skyline,33655,Sruthi,Brooklyn,Columbia St,40.68388,-74.00484,Entire home/apt,210,2,11,2019-07-02,1.24,2,120
Private bed & bath in gorgeous midtown apartment,19288299,David,Manhattan,Hell's Kitchen,40.76511,-73.98762,Private room,139,2,35,2019-06-27,2.45,1,93
LOFT-LIKE FLOOR THRU BROWNSTONE LIGHT SPACIOUS,4991034,Jyllian,Brooklyn,Prospect Heights,40.67735,-73.96581,Entire home/apt,175,7,5,2018-08-28,0.14,1,16
2 BR/2BA Near Lincoln Center/Central Park/Trains,21267483,Monica,Manhattan,Upper West Side,40.77569,-73.98028,Entire home/apt,250,1,3,2016-11-26,0.07,1,0
Dreamy centrally located Bedroom with city views!,3480784,Itzi,Manhattan,Little Italy,40.71953,-73.99685,Private room,110,2,34,2019-07-01,2.65,1,160
Sexy Bedroom near Central Park!,6486116,Ari,Manhattan,East Harlem,40.78943,-73.94726,Private room,79,1,38,2019-05-04,0.6,4,106
Luxury Apartment Building,155261188,Ahmed,Queens,Kew Gardens,40.70555,-73.82138,Private room,200,1,0,,,1,365
Sleek 1BR in the heart of Williamsburg!,27178707,Brian,Brooklyn,Williamsburg,40.71597,-73.95223,Entire home/apt,199,3,2,2016-09-19,0.06,1,0
Lovely room in Prospect Heights,15321576,Daniel,Brooklyn,Prospect Heights,40.67467,-73.96557,Private room,60,1,0,,,1,0
Modern 1 Bdrm Apt off Bedford Ave,1709729,Jill,Brooklyn,Williamsburg,40.72138,-73.95757,Entire home/apt,200,30,45,2018-03-20,1.27,1,310
Perfectly Located Brooklyn Studio,25468442,Alexandra,Brooklyn,Prospect Heights,40.67273,-73.96361,Entire home/apt,125,2,34,2017-12-26,0.64,1,0
"Contemporary, Comfy & Affordable Brooklyn (Rm#2)",127345864,Charlene,Brooklyn,East Flatbush,40.64156,-73.93177,Private room,37,7,62,2018-11-08,2.53,4,30
Luxury 3 Bed FiDi Charm Doorman Elevator | Laundry,254429373,James,Manhattan,Financial District,40.70563,-74.00919,Entire home/apt,325,5,7,2019-06-09,2.84,1,131
Convenient Apartment in Washington Heights,5466113,Pedro,Manhattan,Washington Heights,40.85268,-73.92716,Entire home/apt,95,1,42,2019-06-13,4.0,1,2
Sunny Williamsburg Haven,3078690,Zack,Brooklyn,Williamsburg,40.71256,-73.94785,Private room,80,5,0,,,1,0
New! Beautifully Designed & Modern,13347167,AFI Apartments,Manhattan,Upper East Side,40.77566,-73.95335,Entire home/apt,118,30,4,2019-03-31,0.09,29,258
1BR by 1&A trains,23570593,Joshua,Manhattan,Washington Heights,40.84769,-73.93512,Private room,75,2,24,2019-06-30,0.44,1,321
The best NYC has to offer,128549927,Stephen,Manhattan,Hell's Kitchen,40.75907,-73.99558,Entire home/apt,265,1,18,2019-06-30,2.55,1,46
Bushwick Modern Loft w/terrace,46296435,Garrett,Brooklyn,Bushwick,40.70137,-73.93277,Entire home/apt,225,2,0,,,1,85
"Private house in Queens, 10 minutes from JFK.",4668357,Angie,Queens,Jamaica,40.68479,-73.77606,Entire home/apt,125,1,2,2018-10-28,0.22,1,0
NOT AVAILABLE,2086194,Robert,Brooklyn,Prospect Heights,40.68163,-73.96709,Private room,55,2,3,2015-05-17,0.06,1,189
"Generous, Light-Filled Room in Brooklyn Townhouse",62803,Eugenia,Brooklyn,Brownsville,40.66863,-73.92169,Private room,44,9,4,2019-06-01,1.29,2,12
Romantic Garden Studio near Manhattan!,4999887,Christina,Queens,Ditmars Steinway,40.78071,-73.9149,Entire home/apt,135,2,0,,,1,226
Comfortable clean Bedstuy private room,267932490,Angela,Brooklyn,Bedford-Stuyvesant,40.69551,-73.93951,Private room,45,1,2,2019-07-08,2.0,1,14
Fully furniture huge room in great apt,4187747,Carmel,Bronx,Riverdale,40.9008,-73.90639,Private room,49,6,2,2017-01-01,0.05,1,340
PRIVATE ROOM (BRIGHT & CLEAN) Manhattan NYC,2559004,Sergio,Manhattan,East Harlem,40.80393,-73.94046,Private room,44,30,2,2017-08-12,0.03,5,325
Comfortable Room in LIC,170294800,Kynneth,Queens,Long Island City,40.75305,-73.93487,Private room,68,1,23,2019-06-17,1.33,1,298
Spacious 2BR in the heart of Soho,6145679,Omar,Manhattan,SoHo,40.72577,-74.00279,Entire home/apt,272,5,4,2016-04-22,0.08,1,0
LUXURY 3BR/2 Bath Home 10 minutes to JFK & Casino,217621677,Joseph,Queens,Jamaica,40.68671,-73.7759,Entire home/apt,46,1,18,2019-07-01,1.96,4,135
Excellent private room!,222288328,Matthew,Brooklyn,Bedford-Stuyvesant,40.69871,-73.94686,Private room,72,1,30,2019-06-24,3.85,2,344
"CLEAN, TIMES SQUARE ONE BEDROOM",55289,E,Manhattan,Hell's Kitchen,40.76522,-73.98779,Entire home/apt,250,4,17,2019-07-04,3.98,1,200
Charming pre-war in West Village,2063794,Laura,Manhattan,West Village,40.73778,-74.00287,Entire home/apt,350,2,16,2018-11-20,0.47,1,16
SWING FROM THE CHANDELIER,29941633,William,Manhattan,Tribeca,40.71454,-74.00816,Entire home/apt,850,4,0,,,1,0
Cozy room in sunny apartment across from park,3567433,Wesley,Brooklyn,Bushwick,40.69118,-73.9083,Private room,35,2,34,2019-07-01,4.95,2,112
Sunny Private Room in Trendy Williamsburg,93263,Vivian,Brooklyn,Williamsburg,40.71043,-73.95575,Private room,94,2,52,2019-07-03,3.26,1,126
Williamsburg Studio,56286886,Juan Carlos,Brooklyn,Williamsburg,40.71673,-73.96428,Entire home/apt,150,2,4,2019-05-26,0.59,1,12
Beach House,37318968,V Joe,Queens,Arverne,40.59082,-73.80328,Entire home/apt,275,2,24,2019-06-23,1.02,1,335
"Private bedroom in historic Harlem, NY.",15439251,Willy,Manhattan,Harlem,40.8224,-73.94241,Private room,70,2,14,2019-05-15,1.4,4,238
Cozy East Village Home Away From Home,68112758,Alexandra,Manhattan,East Village,40.72188,-73.97957,Entire home/apt,237,4,7,2018-10-25,0.45,1,0
"Light-filled Chelsea 1BR w/ Balcony, Gym, Doorman by Blueground",107434423,Blueground,Manhattan,Chelsea,40.73786,-73.9977,Entire home/apt,358,30,0,,,232,322
Charming and Bright 1 bdr apartment in Noho,147256218,Siria,Manhattan,NoHo,40.72788,-73.9939,Entire home/apt,180,2,18,2018-10-16,0.79,1,0
Luxury & Stylish 2BR in Manhattan next to Time Sq,260157173,Sindre,Manhattan,Hell's Kitchen,40.76077,-73.99427,Entire home/apt,425,3,3,2019-06-30,3.0,1,54
Modern 1br by ocean in Brooklyn,2396741,Alex,Brooklyn,Fort Hamilton,40.61269,-74.03381,Entire home/apt,105,30,3,2017-08-12,0.05,1,30
"Private Furnished Room, Cozy, Quiet & Perfect",154077074,Anderson,Queens,Flushing,40.74511,-73.82909,Private room,55,1,0,,,1,59
Midtown sleep space,86078176,Nicole,Manhattan,Hell's Kitchen,40.76243,-73.98621,Private room,120,2,0,,,1,0
Central Park West/ 80s One bedroom!,1385157,Brian,Manhattan,Upper West Side,40.78292,-73.97438,Entire home/apt,120,30,18,2019-05-27,0.22,5,337
"Modern, Carroll Garden Townhouse",329436,Jana,Brooklyn,Carroll Gardens,40.68204,-73.99249,Entire home/apt,350,3,41,2019-05-27,0.59,2,22
RE - Budget Friendly room in the Greenpoint Area!,83717038,Max,Brooklyn,Greenpoint,40.73714,-73.95333,Private room,55,2,62,2019-06-24,2.11,3,0
In the heart of the East Village,1522929,Anoop,Manhattan,East Village,40.72916,-73.98022,Private room,125,3,13,2017-06-26,0.34,1,0
Newly Renovated Brooklyn Apartment,159023062,Victoria,Brooklyn,Crown Heights,40.67372,-73.91648,Entire home/apt,70,2,12,2018-12-28,0.61,1,0
Sunny Spacious 2 Bedroom in Park Slope,15103996,Chris,Brooklyn,South Slope,40.66489,-73.99128,Entire home/apt,130,6,4,2019-01-02,0.22,1,5
The Heart of Williamsburg,18335748,Jack And Rachel,Brooklyn,Williamsburg,40.71592,-73.9562,Private room,60,3,22,2019-06-07,0.88,1,46
Top floor apartment weside Harlem,37077066,Drew,Manhattan,Harlem,40.81863,-73.95748,Private room,90,1,0,,,1,0
Beautiful two bedroom apartment in Astoria queens!,23436785,Cristy,Queens,Ditmars Steinway,40.77407,-73.90037,Entire home/apt,200,2,11,2019-05-19,0.52,1,363
"sunny quiet apartment, right next to subway",2468616,Arika,Brooklyn,Crown Heights,40.66873,-73.95243,Entire home/apt,120,2,0,,,2,311
"Close to all NYC attraction, easy access",24117374,Karina,Manhattan,Morningside Heights,40.80206,-73.95949,Private room,150,3,0,,,1,364
"Sunny huge room, 15m away from Manhattan",8076786,Suri,Brooklyn,Sunset Park,40.65888,-74.00044,Private room,89,1,2,2019-06-25,0.1,3,281
Amazing Columbus Circle 3 Bedroom,47536613,Emily,Manhattan,Upper West Side,40.76876,-73.98359,Entire home/apt,375,3,76,2019-06-23,2.89,1,301
"位于曼哈顿纽约上城,高级住宅区",51525183,Sophia,Manhattan,Harlem,40.81566,-73.94293,Private room,95,180,0,,,1,358
Gorgeous Room in Manhattan-20mins to Times Square,6057887,Mutaz,Manhattan,Washington Heights,40.84905,-73.93951,Private room,79,3,0,,,5,18
BIG FACTORY LOFT - HIP BUSHWICK NEAR 2 METROS!!,35606248,Blake And Madia,Brooklyn,Bushwick,40.70265,-73.92606,Private room,70,2,28,2019-06-09,2.43,5,359
Spacious Modern Apt. Near JFK Airport and Trains,269763887,Sharon,Queens,Jamaica,40.68636,-73.78866,Entire home/apt,129,2,3,2019-07-07,3.0,1,348
2BR in Beautiful Brownstone!!!,38014669,Stephanie,Brooklyn,Bushwick,40.68996,-73.92046,Entire home/apt,113,7,38,2019-05-24,0.94,1,355
No-frills master bedroom in spacious Bushwick flat,45909314,Andrew,Brooklyn,Bushwick,40.69807,-73.93466,Private room,55,1,0,,,1,14
One Bdrm Apt in Charming South Harlem Brownstone,208477013,Bill,Manhattan,Harlem,40.80442,-73.94756,Entire home/apt,125,2,7,2019-07-01,1.12,1,24
Cozy room in Brooklyn!!,24832418,Patrick,Brooklyn,Bedford-Stuyvesant,40.69253,-73.94681,Private room,90,1,0,,,1,0
Dreamy Leafy Tranquility for families + new SUV!,5374369,Chelsea And Alistair,Brooklyn,Carroll Gardens,40.68329,-73.99764,Entire home/apt,245,3,24,2019-07-01,0.97,1,13
RARE! Vintage 2 Bed Artist's Flat,918087,Kestrel,Brooklyn,Bedford-Stuyvesant,40.68686,-73.94973,Entire home/apt,150,1,1,2015-12-20,0.02,3,0
BIG ROOM / DOWNTOWN  LOFT /,638721,Fred,Manhattan,Financial District,40.70741,-74.00102,Private room,65,30,10,2019-06-24,1.02,1,0
*Sunny Master BD* in Garden Duplex,4932354,Mitty,Brooklyn,Prospect Heights,40.67942,-73.97078,Private room,97,7,13,2018-11-01,0.17,4,204
"Cozy room, great location",22682349,Marwa,Manhattan,Upper West Side,40.79643,-73.97188,Private room,110,7,2,2017-01-01,0.06,1,0
✿✿✿ COUNTRY COTTAGE IN THE CITY✿✿✿,1138692,Keera (Jena),Manhattan,Lower East Side,40.71892,-73.98401,Entire home/apt,199,1,14,2015-07-20,0.15,2,158
Beautiful 1-Bedroom in West Village,11155956,Lauren,Manhattan,West Village,40.73818,-74.00433,Entire home/apt,300,2,0,,,1,0
"Peaceful Private Bedroom, Upper West Side 107",238321374,Eyal,Manhattan,Upper West Side,40.80037,-73.95995,Private room,60,30,0,,,32,317
Sonder | The Nash | Original Studio + Rooftop,219517861,Sonder (NYC),Manhattan,Murray Hill,40.7475,-73.97569,Entire home/apt,231,2,5,2019-06-03,1.32,327,82
Large private bedroom near Times sq 23B4,190921808,John,Manhattan,Hell's Kitchen,40.75418,-73.99644,Private room,150,7,12,2019-06-01,0.95,47,354
Beauty Brooklyn 2BR close to trains 30+ days only,1410860,Sara Kate,Brooklyn,Bedford-Stuyvesant,40.68324,-73.95174,Entire home/apt,300,30,67,2019-06-20,2.43,1,360
Entire New York Apartment. 2 bedrooms,98260543,Ley,Manhattan,Upper East Side,40.76938,-73.95212,Entire home/apt,300,2,8,2019-06-19,1.06,3,62
Spacious Park Slope 3 Bb APT,13859188,Julien,Brooklyn,Park Slope,40.66737,-73.97822,Entire home/apt,200,2,2,2016-08-28,0.05,1,0
Sunny Private Room Facing Beautiful Prospect Park,5242693,Neysa,Brooklyn,Flatbush,40.65441,-73.96257,Private room,45,10,9,2018-05-16,0.26,1,90
"Sunny, Tall Artsy Loft @ Williamsburg",380728,Ligeia,Brooklyn,Williamsburg,40.71119,-73.96703,Private room,77,6,17,2015-09-01,0.29,1,188
Private Bedroom LOWER EAST SIDE,4111640,Jennifer,Manhattan,Lower East Side,40.71502,-73.98192,Private room,69,7,48,2019-06-21,0.61,1,235
Unique Creative Artist Space in Brooklyn,90864500,Wilson,Brooklyn,Sunset Park,40.65348,-74.00255,Entire home/apt,800,1,1,2017-08-13,0.04,1,364
"""In the Heights"" Love: 2 Queen beds. beautiful br.",27973267,Gus,Manhattan,Washington Heights,40.85115,-73.93223,Private room,150,1,4,2019-06-22,2.31,5,160
Manhattan Upper West Side 1 BR by Central Park,98853519,Joe,Manhattan,Upper West Side,40.80209,-73.96196,Entire home/apt,174,4,12,2019-01-03,0.44,1,0
Sunny Studio Loft @ Habitat 101,7503643,Vida,Brooklyn,Greenpoint,40.7257,-73.94181,Entire home/apt,129,30,8,2019-01-30,0.12,52,344
Bright mid-century brownstone apt,8199671,Coline,Brooklyn,Bedford-Stuyvesant,40.69262,-73.95014,Entire home/apt,120,2,6,2019-04-19,0.25,1,2
Boutique Loft Condo In West Village,17159358,Richard,Manhattan,West Village,40.73476,-74.001,Entire home/apt,289,1,7,2015-09-24,0.12,1,0
Large Manhattan Apartment: Ideal Location - Inwood,16404967,Andom,Manhattan,Inwood,40.86699,-73.92689,Entire home/apt,90,1,17,2019-07-06,1.68,1,64
Beautiful Bright bedroom with private bathroom,1750299,Julie,Brooklyn,Williamsburg,40.71173,-73.94417,Private room,90,5,13,2019-06-16,0.6,2,255
"Relaxing, spacious, private room Riverside Drive",16978120,Chip,Manhattan,Harlem,40.82966,-73.95021,Private room,65,30,7,2019-04-30,0.21,2,225
5 min away from LGA,213014559,Kam,Queens,East Elmhurst,40.76893,-73.87712,Entire home/apt,135,1,17,2019-07-08,3.57,2,0
Classic Brownstone Apartment,4835582,Julia,Manhattan,Harlem,40.80856,-73.94573,Entire home/apt,130,2,185,2019-06-17,3.76,1,300
Serene Apartment Park Ave - UES,6713072,Dana,Manhattan,Upper East Side,40.78464,-73.95142,Entire home/apt,139,4,3,2016-09-21,0.08,1,0
Private room w/ queen bed + rooftop,21188,Leo,Brooklyn,Crown Heights,40.6711,-73.95231,Private room,99,2,20,2019-06-09,0.59,1,98
WoodyAllen FilmSet-Like Digs (Apt),1808103,Maria,Brooklyn,Williamsburg,40.70723,-73.95515,Entire home/apt,90,2,85,2019-06-09,1.99,2,4
3 bdrm family friendly home in central Park Slope,2429432,Julie,Brooklyn,Park Slope,40.67211,-73.976,Entire home/apt,220,3,27,2019-05-17,0.45,1,68
Beautiful room in Manhattan,43719554,Bersabel,Manhattan,Harlem,40.82257,-73.94665,Private room,50,16,0,,,1,0
1BR Apt. in Inwood (Manhattan),71152156,Max,Manhattan,Inwood,40.86612,-73.9189,Entire home/apt,77,6,1,2016-05-18,0.03,1,0
Bedford Ave,21500500,Juan,Brooklyn,Williamsburg,40.71794,-73.95682,Private room,125,2,0,,,1,0
Cozy Upper East Side Studio Apartment,142765455,Genna,Manhattan,Upper East Side,40.78268,-73.94977,Entire home/apt,110,3,2,2018-08-12,0.14,1,0
Sonder | Stock Exchange | Serene 2BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.7065,-74.01171,Entire home/apt,404,2,15,2019-06-09,3.19,327,310
Sunny Private 2 Bedroom Apt. in a Victorian House,42605385,Cameron,Brooklyn,Flatbush,40.63627,-73.96514,Entire home/apt,113,7,0,,,3,0
Crown Heights Guest House 2L,74541079,Abraham,Brooklyn,Crown Heights,40.66966,-73.93719,Entire home/apt,99,3,39,2019-07-07,1.72,9,91
Luxury High Rise Apartment,2263462,Anna Meng,Manhattan,Murray Hill,40.74467,-73.97202,Private room,100,1,1,2015-10-03,0.02,1,0
Your Retreat on the Lower East Side,55299396,Courtney,Manhattan,Chinatown,40.71629,-73.98975,Private room,275,2,6,2019-06-09,2.28,1,85
Cozy private room in Brooklyn,65802264,Rick,Brooklyn,Crown Heights,40.66877,-73.93318,Private room,50,3,14,2016-09-30,0.35,1,0
Adorable Prospect Heights 1 Bedroom,34468399,Nancy,Brooklyn,Prospect Heights,40.67649,-73.96697,Entire home/apt,143,31,3,2018-07-21,0.08,1,0
COZY STUDIO APARTMENT FOR 2 ♡,57995737,Remi O.,Manhattan,East Harlem,40.80586,-73.93861,Entire home/apt,75,5,2,2016-03-18,0.05,1,0
Private Room with Skyline View. Near LGA airport,129743937,Win,Queens,East Elmhurst,40.75885,-73.86959,Private room,44,1,141,2019-07-05,10.19,2,47
【限1~2名女生】近哥伦比亚大学超方便短租房【无其他费用】(情侣请私聊),174628863,Lingqing,Manhattan,Morningside Heights,40.81449,-73.95842,Private room,60,2,3,2018-05-08,0.18,1,0
