name,_id,host_name,location_cluster,location,lat,lon,type_house,sum,min_days,amt_reviews,last_dt,avg_reviews,total_host,target
"7BR, 4 Full Bath Duplex with Washer & Dryer",210970608.0,Lucy,1,Crown Heights,40.66996,-73.94836,0,530.0,3.0,8.0,2019-05-20,0.9,5.0,249.0
Modern Apartment...Great Location,8591819.0,Raja,3,Astoria,40.76746,-73.92781,1,60.0,7.0,0.0,2019-06-23,0.72,1.0,0.0
Charming brownstone in the heart of Brooklyn!,30730392.0,Vlada,1,Clinton Hill,40.6898,-73.96731,0,122.0,4.0,1.0,2019-06-29,1.0,1.0,31.0
PRIVATE - East Village Three Bedroom,3459240.0,D,2,East Village,40.72377,-73.97963,1,289.0,2.0,17.0,2019-06-20,3.42,1.0,72.0
Cozy Quiet Apt 10min to Manhattan,2464823.0,Andy,3,Astoria,40.7643,-73.92637,0,112.0,7.0,5.0,2016-10-04,0.1,1.0,0.0
BRAND NEW! Brooklyn 2 bedrooms,229725669.0,Sofia,1,Williamsburg,40.7113,-73.9576,0,400.0,3.0,0.0,2019-06-23,0.72,1.0,359.0
Pristine Luxury Loft Near Barclay & Green Building,147513.0,Ashley,1,Gowanus,40.6801,-73.9866,0,250.0,1.0,18.0,2017-12-03,0.85,2.0,0.0
"Accessible room with Roll-In Shower, Times Square",260639745.0,Manhattan At Times Square,2,Theater District,40.7627,-73.98437,1,100.0,1.0,4.0,2019-07-07,4.0,15.0,359.0
Convenient cozy cheap apt Manhattan,181167.0,Lorenzo,2,Harlem,40.82704,-73.94907,0,80.0,3.0,2.0,2015-11-02,0.04,1.0,0.0
"Newly renovated, fully furnished room in Brooklyn",62685070.0,Katie,1,Bushwick,40.69974,-73.91935,1,10.0,5.0,0.0,2019-06-23,0.72,1.0,0.0
Beautiful 2BR on Riverside Park,13500220.0,Jim,2,Upper West Side,40.78283,-73.98396,0,450.0,3.0,1.0,2015-08-02,0.02,1.0,0.0
PRIVATE APARTMENT IN DOORMAN BUILDING,94832914.0,John,2,Financial District,40.70571,-74.00675,0,139.0,3.0,1.0,2019-03-18,0.27,1.0,0.0
Manhattan *SuperHost* Luxury 2 Bdrm Apt Sleeps 6+,512878.0,Michelle,2,Washington Heights,40.83064,-73.94076,0,170.0,1.0,47.0,2019-04-28,0.58,2.0,17.0
One private Room Harrigan Luxury Townhouse Suite,102108786.0,Marie,1,East New York,40.67186,-73.88815,1,150.0,2.0,1.0,2018-09-04,0.1,2.0,362.0
Beautiful Brownstone Apartment in Sugar Hill,249042333.0,Jerry,2,Harlem,40.82808,-73.94563,0,148.0,2.0,8.0,2019-06-21,2.82,1.0,334.0
纽约的家,98455047.0,Jessica,3,Bay Terrace,40.77415,-73.79218,0,258.0,1.0,0.0,2019-06-23,0.72,1.0,362.0
"Chic, Spacious, Bright BK 2-Bedroom w/ Backyard",257576232.0,Russell,1,Williamsburg,40.70992,-73.94969,0,305.0,2.0,14.0,2019-06-30,6.46,1.0,296.0
Habitación muy soleada en Bushwick!,2702777.0,Vicky,1,Bushwick,40.6984,-73.91476,1,55.0,1.0,0.0,2019-06-23,0.72,1.0,0.0
"Bright, spacious, green BedStuy apartment",3457404.0,Madalina,1,Bedford-Stuyvesant,40.68197,-73.94564,0,70.0,3.0,29.0,2019-03-16,1.16,1.0,0.0
"Chic, spacious, private home away from home!",101367917.0,Colleen,3,Astoria,40.76589,-73.92259,1,150.0,2.0,4.0,2019-04-28,0.55,1.0,0.0
2 bedroom close to the subway and central park.,59346339.0,Doug,2,East Harlem,40.78996,-73.94873,0,127.0,2.0,3.0,2017-11-20,0.15,1.0,0.0
APT-2:Room 1,72602373.0,Mo,1,Brownsville,40.66313,-73.91653,1,81.0,1.0,4.0,2019-06-01,0.97,2.0,36.0
Brooklyn in the house Private Apt Midwood Q subway,72375507.0,Kenneth,1,Sheepshead Bay,40.60954,-73.95966,0,78.0,4.0,5.0,2019-06-22,0.67,1.0,82.0
"XL room in artists' home, Flatbush/Ditmas Park",1166833.0,Liz,1,Flatbush,40.64966,-73.96459,1,45.0,3.0,5.0,2017-07-29,0.19,1.0,0.0
"Cozy, Safe & Clean room in Astoria",608396.0,Kiara,3,Astoria,40.76269,-73.90816,1,99.0,1.0,15.0,2019-02-16,0.26,1.0,322.0
MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,327900.0,T,2,Lower East Side,40.71965,-73.98766,0,150.0,2.0,151.0,2019-06-24,1.51,2.0,52.0
Stunning 2 story Duplex in SOHO,608275.0,Helen,2,Greenwich Village,40.72704,-73.99954,0,300.0,3.0,1.0,2016-01-03,0.02,1.0,0.0
"Quiet Apartment in Williamsburg, Bk",7881738.0,Michele,1,Williamsburg,40.711,-73.95403,0,99.0,1.0,1.0,2016-01-12,0.02,1.0,0.0
Updated East Side 2 Bedroom,61391963.0,Corporate Housing,2,Kips Bay,40.74096,-73.98055,0,159.0,30.0,4.0,2018-09-14,0.12,91.0,364.0
Sunny UWS Apt Steps to Central Park,10124757.0,Ning,2,Upper West Side,40.78905,-73.96748,0,185.0,8.0,3.0,2016-01-03,0.06,1.0,0.0
Lovely Park Slope House with Beautiful Garden,15131634.0,Rebecca,1,South Slope,40.66731,-73.98547,0,275.0,5.0,0.0,2019-06-23,0.72,1.0,9.0
Studio Apt on The Upper West Side,46039971.0,Brady,2,Upper West Side,40.77874,-73.98437,0,190.0,5.0,15.0,2019-03-21,0.35,1.0,0.0
Amazing 1 Bedroom Apt in the Heart of LES,40935862.0,Andrew,2,Lower East Side,40.72105,-73.98371,0,150.0,3.0,6.0,2017-07-20,0.22,1.0,90.0
"Open Midtown 2BR w/ Doorman, Gym, 5 min walk to Subway, by Blueground",107434423.0,Blueground,2,Midtown,40.74546,-73.98679,0,377.0,30.0,0.0,2019-06-23,0.72,232.0,341.0
"Beautiful 5bedrm duplex,   sleeps 11 comfortably!",43963802.0,Tanya,2,Harlem,40.8228,-73.94567,0,465.0,3.0,46.0,2019-06-29,1.22,2.0,325.0
Private Bedroom in Wooden House,2472680.0,Fanny,1,Williamsburg,40.71384,-73.9474,1,90.0,4.0,219.0,2019-06-15,2.54,1.0,30.0
Dungeon heaven. SOHO loft-feel in Bklyn.❤️❤️❤️❤️❤️,16534981.0,Suzy,1,Bedford-Stuyvesant,40.68141,-73.93301,0,68.0,14.0,10.0,2019-04-30,0.43,5.0,286.0
1BR Apt as featured in New York Mag,412783.0,Nick,2,Greenwich Village,40.73506,-73.99728,0,334.0,11.0,14.0,2018-05-29,0.24,1.0,238.0
Beautiful room in loft with private roof & SDB,65112370.0,Jacques,1,Bedford-Stuyvesant,40.69161,-73.94417,1,90.0,3.0,1.0,2017-12-27,0.05,1.0,0.0
Modern One Bedroom - Greenpoint,9583320.0,Raine & Andrew,1,Greenpoint,40.72336,-73.94652,0,150.0,7.0,1.0,2019-06-11,1.0,1.0,0.0
Stunning Brooklyn brownstone 20 mins to Manhattan,22627992.0,Ed,1,Park Slope,40.67681,-73.97535,0,450.0,6.0,12.0,2018-12-29,0.24,1.0,2.0
Beautiful Queens Brownstone! - 5BR,204539.0,Mark,3,Ridgewood,40.70382,-73.89797,0,350.0,8.0,10.0,2019-05-12,0.11,5.0,365.0
Renovated with view 3 bed 2 bath big Balcony,113805886.0,Yaacov,2,Upper East Side,40.77742,-73.95149,0,300.0,31.0,1.0,2019-01-03,0.16,33.0,248.0
Private quiet studio,107716952.0,Michael,3,Jamaica,40.69128,-73.80864,0,50.0,1.0,4.0,2019-07-04,4.0,2.0,119.0
ROOM 10,74633496.0,Justine,0,University Heights,40.85624,-73.90946,1,40.0,3.0,26.0,2019-06-16,1.03,5.0,365.0
Harlem Garden Oasis in  New York City Brownstone,58782992.0,Mark And Josephine,2,Harlem,40.82287,-73.94509,0,125.0,31.0,96.0,2019-05-25,3.93,2.0,186.0
Brooklyn Oasis in the heart of Williamsburg,274307600.0,Jonathan,1,Williamsburg,40.7179,-73.96238,1,190.0,7.0,0.0,2019-06-23,0.72,1.0,341.0
"Entire Loft, Sunny 2 BR in Brooklyn Navy Yard",51179270.0,Jirka,1,Clinton Hill,40.69704,-73.96704,0,78.0,7.0,0.0,2019-06-23,0.72,1.0,17.0
Amazing & Clean NYC Private Room by #1 Train,30499687.0,Jovanni & Natasha,0,North Riverdale,40.90175,-73.89761,1,77.0,2.0,9.0,2017-04-30,0.29,2.0,0.0
Amazing Times Square Location! Private BR in Loft!,256496159.0,Aleksey,2,Hell's Kitchen,40.7574,-73.99395,1,500.0,31.0,2.0,2019-05-11,0.82,3.0,0.0
SUNNY 2 BEDROOM IN WILLIAMSBURGGGGG,1320538.0,Tyler,1,Williamsburg,40.70995,-73.96609,0,102.0,10.0,8.0,2019-01-09,0.2,1.0,277.0
纽约之家(SunnyHome6),45600001.0,Amy,3,Flushing,40.74651,-73.83195,1,50.0,1.0,71.0,2019-05-11,1.57,3.0,83.0
Two Bedrooms Tonhouse,247900596.0,Sergo,2,Harlem,40.80598,-73.94792,0,325.0,1.0,16.0,2019-07-06,4.21,1.0,346.0
Discounted! Cute Unique 2BR Apartment in SoHo,1475812.0,Ignani,2,Nolita,40.72216,-73.99571,0,275.0,2.0,32.0,2019-07-01,1.14,3.0,41.0
Beautiful Seaview apt. Gated community.  Near JFK.,131204454.0,Ronn,1,Canarsie,40.63959,-73.88158,0,46.0,1.0,58.0,2019-07-05,2.29,1.0,80.0
Central Harlem Comfy Bedroom with Private Bath,2270183.0,Kaye,2,Harlem,40.81713,-73.94217,1,75.0,3.0,36.0,2019-06-23,1.76,1.0,47.0
(B)  BARGAIN SPACE,27848.0,Jullett,3,Jamaica,40.67166,-73.76566,1,58.0,2.0,56.0,2019-07-01,0.67,2.0,365.0
Private room near Central Park and Subway!,166289951.0,George,2,East Harlem,40.79303,-73.94662,1,90.0,2.0,0.0,2019-06-23,0.72,1.0,0.0
Cozy Studio in the Heart of Spanish Harlem,19392723.0,Pablo,2,East Harlem,40.79463,-73.94604,0,100.0,2.0,2.0,2019-04-18,0.7,1.0,8.0
Cozy Room in Hamilton Heights R3,158054102.0,Beverly,2,Harlem,40.83026,-73.94455,1,60.0,2.0,1.0,2019-06-23,1.0,3.0,71.0
NYC-Great Cost x Benefit-Huge Room-Next to Subway.,20987432.0,Valeria,3,Astoria,40.7653,-73.92661,1,69.0,4.0,22.0,2019-06-04,0.38,1.0,311.0
Cosy and sunny studio for you!,6090087.0,Giulia,2,Upper East Side,40.77253,-73.95789,0,120.0,1.0,9.0,2017-01-02,0.18,1.0,0.0
Garden Overlook,72318418.0,Francisca,1,Crown Heights,40.67002,-73.92054,1,69.0,2.0,132.0,2019-06-24,3.46,3.0,365.0
Modern Brooklyn Lifestyle,18933388.0,Efrem,1,Crown Heights,40.67661,-73.95611,0,225.0,1.0,5.0,2016-07-17,0.13,1.0,0.0
Quiet and Friendly,129585378.0,Victoria,2,Murray Hill,40.74943,-73.97279,1,120.0,4.0,3.0,2018-08-14,0.26,1.0,0.0
Heart Of Hell's Kitchen,53228755.0,Kodchakorn,2,Hell's Kitchen,40.75427,-73.9928,0,135.0,1.0,3.0,2017-07-04,0.09,1.0,0.0
COMFORTABLE ROOM,1601664.0,Junior,2,East Harlem,40.79107,-73.94381,1,86.0,3.0,216.0,2019-05-14,2.44,1.0,250.0
"Sunny, Quiet East Vil/LES APT",58730304.0,Adrienne,2,East Village,40.72434,-73.98904,0,140.0,1.0,6.0,2016-12-29,0.18,1.0,0.0
Bright Studio Loft Prime Location,8007003.0,Bridget,2,West Village,40.73557,-74.006,0,120.0,1.0,0.0,2019-06-23,0.72,1.0,0.0
Private Room in Gorgeous Loft,50556869.0,Kristen,1,Bedford-Stuyvesant,40.68738,-73.91906,1,70.0,2.0,2.0,2017-10-09,0.05,1.0,0.0
Bargain Warm Spacious Studio in Carroll Gardens!,4180621.0,Julia,1,Carroll Gardens,40.67739,-74.00004,0,74.0,1.0,4.0,2019-01-25,0.57,2.0,0.0
"Beautiful, spacious apartment - with a cute cat!",5761173.0,Kappie,1,Downtown Brooklyn,40.69648,-73.98261,0,162.0,2.0,11.0,2019-01-01,0.44,1.0,0.0
Gorgeous & Spacious Full 1 BR Apt,5191738.0,Alisha,1,Bedford-Stuyvesant,40.68864,-73.9213,0,75.0,2.0,36.0,2019-06-25,0.66,1.0,0.0
Cozy room in warm & sunny prime LES/Chinatown Apt,5997660.0,Victoria,2,Chinatown,40.71602,-73.99233,1,105.0,2.0,11.0,2018-05-24,0.53,1.0,0.0
"Hip, Brick East Village Apartment",267955.0,Peter,2,East Village,40.72485,-73.98349,1,95.0,3.0,97.0,2019-06-24,1.45,1.0,11.0
Contemporary Room Close to Columbia & Central Park,128531725.0,Shia,2,Harlem,40.8042,-73.95669,1,75.0,2.0,41.0,2019-04-01,1.57,2.0,1.0
Moma Casanova. New Additions!,29871437.0,Ester,3,Sunnyside,40.74315,-73.91733,1,78.0,3.0,113.0,2019-07-01,2.23,1.0,285.0
Studio Apartment in Prospect Lefferts Gardens,7579679.0,Martha,1,Prospect-Lefferts Gardens,40.66153,-73.96185,0,50.0,4.0,1.0,2017-05-03,0.04,1.0,0.0
"Spacious Haven in Wash Heights, A-train on block!",71188543.0,Courtney,2,Washington Heights,40.84909,-73.93829,1,46.0,2.0,2.0,2018-08-14,0.08,1.0,0.0
Mod Home Steps from Prospect Park,282655.0,Jenna,1,Flatbush,40.64841,-73.96969,0,150.0,3.0,125.0,2019-07-01,3.32,3.0,264.0
Fifth Avenue Ultra Luxurious Large 3 Bed- Gym/Dorm,65388010.0,John,2,Midtown,40.76261,-73.9768,0,560.0,30.0,0.0,2019-06-23,0.72,1.0,337.0
Jackson Stayover Apt,18108212.0,Adriana,3,St. Albans,40.69283,-73.75828,0,108.0,2.0,81.0,2019-06-27,1.35,1.0,328.0
Large Bright FULL 1BD in the Heart of BUSHWICK !,1695734.0,Amira,1,Bushwick,40.70108,-73.91409,0,95.0,3.0,4.0,2018-10-09,0.21,1.0,0.0
Artist Loft-McCarren Park-Williamsburg-BrooklynNYC,1651591.0,Todd,1,Williamsburg,40.71819,-73.95414,1,95.0,2.0,160.0,2019-07-02,1.8,2.0,79.0
Dominique's LowerLevel 1 bdrm pad*video projects,310670.0,Vie,0,Eastchester,40.88241,-73.83422,0,115.0,1.0,6.0,2019-06-30,0.18,13.0,364.0
Stunning Studio in Lux Building in the UWS #6115,116305897.0,Laura,2,Upper West Side,40.79058,-73.97246,0,150.0,30.0,0.0,2019-06-23,0.72,9.0,266.0
AFFORDABLE LUXURY...ENTIRE APARTMENT @ Its Best!,123519201.0,Festus Atu,2,Inwood,40.86856,-73.92623,0,300.0,1.0,12.0,2019-06-16,2.98,2.0,357.0
Group Friendly * Prospect Park * Close to Trains,122722874.0,Peter,1,Prospect Heights,40.67395,-73.96333,0,160.0,4.0,115.0,2019-06-17,4.18,1.0,80.0
Private room in Williamsburg,32545798.0,Sasha,1,Williamsburg,40.71329,-73.96223,1,60.0,2.0,7.0,2017-06-12,0.23,5.0,0.0
Cat-sit in our Awesome Apartment!,2921076.0,Kelly,1,Bedford-Stuyvesant,40.68235,-73.94634,0,2000.0,7.0,3.0,2015-12-30,0.05,1.0,0.0
Lovely 1BR Apartment in the heart of Park Slope,45062059.0,Akriti,1,Park Slope,40.67259,-73.98324,0,130.0,2.0,15.0,2019-06-16,2.02,1.0,174.0
Zen Artist Village Studio,2821521.0,Zach,2,Greenwich Village,40.73372,-73.99834,0,225.0,3.0,60.0,2019-06-23,1.54,1.0,18.0
1-bedroom APT SoHo / NoLITa,8422502.0,Stephan,2,NoHo,40.72545,-73.99492,0,90.0,7.0,2.0,2015-12-23,0.04,1.0,0.0
Beautiful Bedroom By the Children's Museum,123605746.0,Brian,1,Crown Heights,40.6752,-73.94366,1,65.0,1.0,0.0,2019-06-23,0.72,1.0,0.0
Tiny (but comfy!) Private room Manhattan,43352661.0,Charles,2,Washington Heights,40.84344,-73.93922,1,20.0,1.0,21.0,2019-06-20,1.1,3.0,291.0
Sun-lit room w/in steps of best of Williamsburg,48107620.0,Nathan,1,Williamsburg,40.71145,-73.95887,1,100.0,3.0,9.0,2017-10-27,0.27,1.0,0.0
"UES: Bdrm Sunny Corner Apt, 3 flights of stairs up",139135366.0,Eileen,2,Upper East Side,40.76864,-73.95427,0,175.0,2.0,20.0,2019-06-15,0.88,1.0,0.0
NYU/UNION SQRE/EAST VILLAGE-QUIET STUDIO EAST 25TH,2856748.0,Ruchi,2,Kips Bay,40.73824,-73.97874,0,198.0,30.0,0.0,2019-06-23,0.72,49.0,364.0
Private room in 2 bedroom apartment,8071107.0,Tov,1,Williamsburg,40.7057,-73.93836,1,70.0,2.0,31.0,2017-03-31,0.44,2.0,20.0
Sunny Williamsburg 2BR apartment,19393925.0,Silvan,1,Williamsburg,40.70973,-73.9626,0,230.0,5.0,0.0,2019-06-23,0.72,1.0,0.0
Private Room İn Hell's Kitchen 2,263880607.0,Ahmet,2,Hell's Kitchen,40.76487,-73.98912,1,120.0,1.0,1.0,2019-06-09,1.0,7.0,198.0
"Sunny, peaceful room in Ridgewood/Bushwick",102599996.0,Dean,3,Ridgewood,40.70707,-73.91455,1,40.0,30.0,6.0,2018-05-02,0.29,1.0,0.0
Great Loft Steps From All Williamsburg Hotels,13037911.0,Erica,1,Williamsburg,40.72124,-73.95847,0,250.0,1.0,54.0,2019-05-19,1.15,1.0,365.0
Live in New York Near Central Park and Columbia U.,21940966.0,Mekkie,2,Harlem,40.80567,-73.95677,0,140.0,2.0,82.0,2019-07-05,3.17,2.0,5.0
Spacious bedroom for Summer Months,15642271.0,Julissa,2,Washington Heights,40.8442,-73.93721,1,60.0,1.0,3.0,2015-07-13,0.05,1.0,0.0
Quality accommodation in a prime location!,100704594.0,Kate,2,Chelsea,40.74752,-73.9976,1,225.0,3.0,21.0,2019-05-21,2.03,1.0,8.0
Central  Times Square w prvte bath,31626212.0,Troy,2,Theater District,40.75863,-73.98472,1,105.0,90.0,163.0,2019-06-08,3.21,5.0,316.0
Luxury Hi-Rise in the Gramercy,807404.0,Eddie,2,Gramercy,40.73831,-73.98319,0,310.0,4.0,0.0,2019-06-23,0.72,1.0,0.0
Designer 2-BR with Stunning Views in Williamsburg,108160091.0,Dasha,1,Williamsburg,40.71002,-73.96114,0,218.0,30.0,25.0,2019-05-19,0.82,3.0,342.0
Studio in Little Italy,52031473.0,Hanna,2,Nolita,40.72148,-73.99581,1,105.0,2.0,44.0,2019-05-30,1.03,1.0,35.0
One Bedroom for Rent,9910378.0,Donna,1,Bushwick,40.69276,-73.92493,1,65.0,14.0,0.0,2019-06-23,0.72,1.0,0.0
Perfect 1 bedroom for short or extended stay.,106955062.0,Arelis,2,Harlem,40.81143,-73.94935,0,100.0,3.0,16.0,2019-05-13,0.66,1.0,0.0
Centrally located Midtown East 1 BR,10928857.0,Ashley,2,Murray Hill,40.74487,-73.97452,0,125.0,2.0,8.0,2015-01-02,0.13,1.0,0.0
Sunny chic room with private bath in new apartment,80028220.0,Remonia,1,Bedford-Stuyvesant,40.69072,-73.92531,1,80.0,1.0,4.0,2018-07-05,0.19,1.0,0.0
Lapp House,196838948.0,Daniel,3,Kew Gardens Hills,40.72079,-73.82263,0,160.0,3.0,0.0,2019-06-23,0.72,1.0,0.0
Cute & Cozy studio in Prospect Park,54332560.0,Jacqueline,1,Park Slope,40.66993,-73.97709,0,97.0,11.0,0.0,2019-06-23,0.72,1.0,25.0
Room 6 - Comfy Bed in Historic Victorian Home,173362161.0,Elizabeth,1,Flatbush,40.6429,-73.96877,1,68.0,2.0,38.0,2019-07-02,2.73,6.0,85.0
"Clean and modern in prime Carroll Gardens, BK",84902242.0,Scott,1,Carroll Gardens,40.67615,-74.00004,1,80.0,3.0,47.0,2019-05-13,1.4,1.0,308.0
Light Filled Room in Bedstuy!,26315450.0,Sacha,1,Bedford-Stuyvesant,40.67941,-73.908,1,56.0,2.0,8.0,2018-12-18,0.67,1.0,0.0
"Chic Midtown East 1BR w/ Doorman, Gym + Sundecks by Blueground",107434423.0,Blueground,2,Kips Bay,40.7396,-73.97938,0,240.0,30.0,0.0,2019-06-23,0.72,232.0,249.0
"Spacious bedroom in Astoria, NY",23269511.0,Michael,3,Astoria,40.76792,-73.91175,1,50.0,5.0,1.0,2016-05-27,0.03,1.0,0.0
Beautiful Large 2 Bedroom Apartment,53199312.0,Zamena,3,East Elmhurst,40.76327,-73.88655,0,145.0,2.0,61.0,2019-06-10,1.52,1.0,302.0
"Cozy 1BD w Private Terrace, Walk to Museums & Park",69131589.0,Zhenya And Lenka,2,Upper East Side,40.78293,-73.94691,0,140.0,30.0,6.0,2016-11-10,0.16,1.0,0.0
Astoria Garden Suite,1256874.0,Nancy,3,Ditmars Steinway,40.77679,-73.91687,0,75.0,28.0,49.0,2019-06-26,0.53,1.0,313.0
Great private outdoor space near LES skate park,5971983.0,Nate,2,Two Bridges,40.71192,-73.99539,1,77.0,1.0,2.0,2019-06-23,2.0,1.0,161.0
Comfy Apt - heart of Williamsburg. 10min to city,16963619.0,Sebastian,1,Williamsburg,40.71139,-73.96208,0,139.0,2.0,0.0,2019-06-23,0.72,1.0,134.0
MidTown Heights,77103886.0,Dorah,2,Hell's Kitchen,40.75922,-73.9969,1,105.0,1.0,10.0,2019-07-01,1.28,1.0,191.0
Bk'S Finest feels Cozy Room Near Trains&bus,50600973.0,Joyell,1,Bushwick,40.69425,-73.92781,1,44.0,1.0,157.0,2019-06-16,4.52,7.0,61.0
Light and Spacious your 1BR Fort Greene Apt Awaits,41358.0,Jen,1,Fort Greene,40.6908,-73.97332,0,145.0,2.0,1.0,2015-09-28,0.02,1.0,0.0
East Harlem Haven,1743381.0,Natalie,2,East Harlem,40.79313,-73.93991,0,108.0,7.0,3.0,2018-12-09,0.16,1.0,20.0
Stunning bedroom in trendy Williamsburg!,197354631.0,Nina,1,Williamsburg,40.71407,-73.93936,1,67.0,30.0,2.0,2019-07-06,1.33,3.0,24.0
Feel.Like.A.Local in Williamsburg,47640633.0,Murat,1,Williamsburg,40.71621,-73.93941,1,50.0,7.0,0.0,2019-06-23,0.72,1.0,0.0
Comfy bed in Cozy Home - GRAND ARMY PLAZA,80777352.0,Mary,1,Prospect Heights,40.67403,-73.96798,1,48.0,2.0,131.0,2019-06-01,3.88,1.0,333.0
NYC Private room with everything included !!,201757076.0,Soledad,3,Briarwood,40.71214,-73.81661,0,93.0,3.0,0.0,2019-06-23,0.72,3.0,15.0
"Bright, Modern and Cozy Chelsea Studio!",18776880.0,Caroline,2,Chelsea,40.74118,-73.999,0,155.0,2.0,4.0,2017-10-23,0.16,1.0,0.0
Private studio at a housework with backyard,14805863.0,Sherry,3,Maspeth,40.73519,-73.90271,0,88.0,3.0,7.0,2018-04-13,0.28,1.0,0.0
Signature-Manhattan-Studio,5699385.0,Eugene,2,Kips Bay,40.73932,-73.97764,0,140.0,5.0,13.0,2019-06-23,1.23,1.0,24.0
"Homey, large space 15 mins from Mid Town Manhat!",43063099.0,Aida,3,Astoria,40.7637,-73.9238,1,42.0,7.0,0.0,2019-06-23,0.72,1.0,0.0
Industrialized in the City (1 guest only),37401126.0,Leah,1,East Flatbush,40.64206,-73.94059,1,50.0,2.0,17.0,2019-06-28,3.57,4.0,318.0
"❋ FAB BROOKLYN ROOM ❋ PRIVATE ENSUITE, 2 BED'S ;-)",7598620.0,Daniel,1,Bushwick,40.69826,-73.93474,1,58.0,1.0,26.0,2019-07-07,7.03,1.0,70.0
"Contemporary, Cozy  Retreat",170256169.0,Tiphanie,1,Canarsie,40.6354,-73.90039,0,60.0,2.0,45.0,2019-06-24,9.64,1.0,30.0
"纽约曼哈顿 唐人街公寓   方便,性价比高",159187644.0,Wen,1,Bergen Beach,40.61807,-73.90162,1,100.0,5.0,0.0,2019-06-23,0.72,1.0,89.0
Midtown Manhattan Space | Chic Design + Outdoor Terrace + Rain Shower,239660813.0,Yotel,2,Hell's Kitchen,40.76019,-73.99524,1,146.0,1.0,0.0,2019-06-23,0.72,10.0,314.0
Entire apartment in the heart of Williamsburg,128914189.0,Edgar,1,Williamsburg,40.71285,-73.96535,0,190.0,30.0,0.0,2019-06-23,0.72,2.0,188.0
EXECUTIVE MANHATTAN GREEN ROOM WITH ALL AMENITIES,71176668.0,David,2,Harlem,40.81604,-73.94017,1,110.0,2.0,20.0,2019-06-03,0.58,4.0,5.0
Beautiful private room in townhouse!,222281153.0,Jay And Josh,1,Bedford-Stuyvesant,40.69712,-73.94732,1,52.0,2.0,13.0,2019-04-27,1.72,3.0,320.0
Lothlorien,224513581.0,Gaia,1,Bedford-Stuyvesant,40.67759,-73.9106,1,30.0,7.0,2.0,2018-12-18,0.26,2.0,250.0
Room in Private House(Queen Bed) by Montefiore-NYC,11305944.0,Yahaira,0,Allerton,40.86789,-73.85999,1,63.0,4.0,40.0,2018-07-16,0.87,5.0,0.0
Luxurious Brooklyn Getaway - Two Bedroom Apartment,15681707.0,Joycelyn,1,Crown Heights,40.67363,-73.91385,0,150.0,2.0,49.0,2019-06-29,3.31,3.0,210.0
"Peace of Mind, Harlem, Netflix",45835291.0,Shareef,2,Harlem,40.82388,-73.95527,1,40.0,8.0,29.0,2019-06-29,4.05,6.0,54.0
Lux 1 BR NYC Midtown West Apartment,30283594.0,Kara,2,Hell's Kitchen,40.76642,-73.98326,0,239.0,30.0,0.0,2019-06-23,0.72,121.0,364.0
Cozy Private room in Brooklyn,8013034.0,Kenny And Christine,1,Bushwick,40.69641,-73.90994,1,79.0,1.0,13.0,2018-12-01,0.49,2.0,315.0
Modern Minimal Central Chelsea Loft,8797100.0,Adam,2,Chelsea,40.74361,-73.99503,0,235.0,4.0,107.0,2019-06-23,2.98,1.0,27.0
"Very clean, quiet bedroom available",820046.0,Elaine,2,Washington Heights,40.83559,-73.94095,1,60.0,2.0,13.0,2017-01-31,0.15,1.0,0.0
quaint village apartment for up to 6,2488129.0,Jacqueline,2,Greenwich Village,40.7286,-73.99971,0,275.0,1.0,81.0,2019-06-25,2.64,1.0,258.0
Private Room near the Myrtle Wyckoff L/M train,23817448.0,Desirée,3,Ridgewood,40.7029,-73.91174,1,38.0,2.0,0.0,2019-06-23,0.72,1.0,0.0
Suite Monroe,183603765.0,Monique And Colin,1,Bedford-Stuyvesant,40.68496,-73.94964,0,108.0,2.0,26.0,2019-06-23,2.26,1.0,315.0
Cobble Hill 2 Bedroom Garden Apartment Near Subway,76783729.0,Danny,1,Cobble Hill,40.68732,-73.99096,0,289.0,30.0,0.0,2019-06-23,0.72,1.0,105.0
Room for rent in a family house,177761074.0,Alexandra,3,Long Island City,40.75373,-73.91902,1,60.0,1.0,1.0,2019-06-30,1.0,1.0,326.0
Sunny Room on Hippest Block in Bushwick,118341133.0,Mackenzie,1,Bushwick,40.70537,-73.92269,1,55.0,2.0,2.0,2017-03-14,0.07,1.0,0.0
Luxury spot,50545016.0,Joseph,1,Crown Heights,40.67695,-73.95554,0,150.0,21.0,1.0,2018-04-01,0.06,1.0,0.0
★ Cosy room in Bushwick ★ 20-min to Manhattan,119828457.0,Marlice,1,Bushwick,40.68868,-73.90655,1,55.0,3.0,55.0,2019-06-23,3.4,4.0,329.0
Immaculate and beautiful 2 BDR private apartment,130618404.0,Rachel,1,Crown Heights,40.67155,-73.94189,0,109.0,1.0,93.0,2019-06-30,3.66,1.0,79.0
Sonder | Stock Exchange | Welcoming 1BR + Laundry,219517861.0,Sonder (NYC),2,Financial District,40.7074,-74.01175,0,228.0,2.0,2.0,2019-05-18,0.73,327.0,350.0
Spacious One-Bedroom in the Hills of Inwood,176191548.0,Perla,2,Inwood,40.87188,-73.91936,0,85.0,1.0,2.0,2018-04-02,0.12,1.0,188.0
